LOCALIDAD,FECHA,HORA,DV,DR,RV,RR,TEMP,HR,PA,PPT,RS
CUMBRES,14/04/2026,0.340277778,219,237,0.7,2.9,19.7,74,930.2,0,0
CUMBRES,14/04/2026,0.333333333,75,38,1,2.9,19.7,69,930.2,0,0
CUMBRES,14/04/2026,0.326388889,75,57,1.5,4,19.7,63,930.1,0,0
CUMBRES,14/04/2026,0.319444444,80,67,1.3,4.3,19.6,71,930.2,0,0
CUMBRES,14/04/2026,0.3125,27,51,2,5.8,19.5,76,930.2,0,0
CUMBRES,14/04/2026,0.305555556,43,66,1.6,6.1,19.5,78,930,0,0
CUMBRES,14/04/2026,0.298611111,43,70,1.1,3.2,19.5,83,929.9,0,0
CUMBRES,14/04/2026,0.291666667,33,34,1,3.2,19.5,88,929.8,0,0
CUMBRES,14/04/2026,0.284722222,135,53,0.4,2.2,19.5,96,929.7,0,0
CUMBRES,14/04/2026,0.277777778,106,184,0.7,2.5,19.5,98,929.7,0,0
CUMBRES,14/04/2026,0.270833333,59,28,0.8,2.2,19.5,100,929.6,0,0
CUMBRES,14/04/2026,0.263888889,99,106,1.2,3.2,19.5,100,929.5,0,0
CUMBRES,14/04/2026,0.256944444,60,64,1.7,5,19.5,100,929.4,0,0
CUMBRES,14/04/2026,0.25,3,15,1.2,4.3,19.5,100,929.4,0,0
CUMBRES,14/04/2026,0.243055556,43,47,2.8,7.2,19.5,100,929.3,0,0
CUMBRES,14/04/2026,0.236111111,53,39,3.2,7.9,19.6,100,929.2,0,0
CUMBRES,14/04/2026,0.229166667,48,34,4.5,10.1,19.6,100,929.3,0,0
CUMBRES,14/04/2026,0.222222222,44,62,4.7,11.9,19.7,100,929.3,0,0
CUMBRES,14/04/2026,0.215277778,44,46,5.8,13.3,19.8,100,929.3,0,0
CUMBRES,14/04/2026,0.208333333,53,70,5.6,13,20,100,929.3,0,0
CUMBRES,14/04/2026,0.201388889,43,27,1.5,6.5,20.1,100,929.3,0,0
CUMBRES,14/04/2026,0.194444444,141,93,0.7,4,20.1,100,929.2,0,0
CUMBRES,14/04/2026,0.1875,71,35,2.3,5,20.2,100,929.2,0,0
CUMBRES,14/04/2026,0.180555556,55,17,1.9,4.7,20.2,100,929.2,0,0
CUMBRES,14/04/2026,0.173611111,352,28,1.9,6.5,20.2,100,929.2,0,0
CUMBRES,14/04/2026,0.166666667,352,32,2.9,5.8,20.2,100,929.2,0,0
CUMBRES,14/04/2026,0.159722222,31,41,3.1,7.9,20.3,100,929.2,0,0
CUMBRES,14/04/2026,0.152777778,22,50,4.8,11.9,20.3,100,929.2,0,0
CUMBRES,14/04/2026,0.145833333,355,0,3.4,8.6,20.4,100,929.3,0,0
CUMBRES,14/04/2026,0.138888889,7,24,1.8,5.8,20.5,100,929.2,0,0
CUMBRES,14/04/2026,0.131944444,94,36,2.2,9.7,20.6,100,929.2,0,0
CUMBRES,14/04/2026,0.125,11,37,3.9,13,20.6,100,929.2,0,0
CUMBRES,14/04/2026,0.118055556,1,20,2.8,9,20.6,100,929.2,0,0
CUMBRES,14/04/2026,0.111111111,28,51,3.8,9.7,20.6,100,929.4,0,0
CUMBRES,14/04/2026,0.104166667,35,30,4.6,12.2,20.6,100,929.5,0,0
CUMBRES,14/04/2026,0.097222222,23,51,7,18.7,20.8,100,929.5,0,0
CUMBRES,14/04/2026,0.090277778,32,30,6.9,15.8,21,100,929.6,0,0
CUMBRES,14/04/2026,0.083333333,30,46,6.5,19.1,21.2,100,929.8,0,0
CUMBRES,14/04/2026,0.076388889,38,50,7.3,18.4,21.5,100,929.9,0,0
CUMBRES,14/04/2026,0.069444444,27,27,4.9,14,21.6,100,930,0,0
CUMBRES,14/04/2026,0.0625,30,54,6.4,14.4,21.7,100,930.2,0,0
CUMBRES,14/04/2026,0.055555556,38,61,5.9,19.1,21.8,100,930.3,0,0
CUMBRES,14/04/2026,0.048611111,33,13,6.7,15.5,21.7,100,930.3,0,0
CUMBRES,14/04/2026,0.041666667,25,27,6,14.4,21.6,100,930.4,0,0
CUMBRES,14/04/2026,0.034722222,43,46,4.7,14.4,21.4,100,930.5,0,0
CUMBRES,14/04/2026,0.027777778,351,19,2.2,6.8,21.2,100,930.6,0,0
CUMBRES,14/04/2026,0.020833333,229,183,1.9,4.3,21.2,100,930.7,0,0
CUMBRES,14/04/2026,0.013888889,213,200,2.4,5.4,21.2,100,930.6,0,0
CUMBRES,14/04/2026,0.006944444,248,192,1.7,4.7,21.3,100,930.6,0,0
CUMBRES,14/04/2026,0,195,194,4.2,9,21.5,100,930.6,0,0
CUMBRES,13/04/2026,0.993055556,59,49,4.2,17.6,21.6,100,930.6,0,0
CUMBRES,13/04/2026,0.986111111,65,348,3.9,11.9,21.4,100,930.6,0,0
CUMBRES,13/04/2026,0.979166667,115,35,3.3,13,21.4,100,930.6,0,0
CUMBRES,13/04/2026,0.972222222,176,209,2.9,6.5,21.6,100,930.7,0,0
CUMBRES,13/04/2026,0.965277778,263,216,2.7,6.8,22.1,100,930.7,0,0
CUMBRES,13/04/2026,0.958333333,103,36,3.2,9,22.8,100,930.8,0,0
CUMBRES,13/04/2026,0.951388889,13,35,6.4,16.6,23,100,930.8,0,0
CUMBRES,13/04/2026,0.944444444,10,22,8.9,19.1,23.2,100,930.9,0,0
CUMBRES,13/04/2026,0.9375,15,31,6.8,18,23.4,100,930.9,0,0
CUMBRES,13/04/2026,0.930555556,22,54,5.4,13.3,23.6,100,930.9,0,0
CUMBRES,13/04/2026,0.923611111,7,2,7.6,18,23.7,100,930.9,0,0
CUMBRES,13/04/2026,0.916666667,4,356,7.8,18.4,23.8,100,930.8,0,0
CUMBRES,13/04/2026,0.909722222,18,25,9.3,19.8,23.9,100,930.7,0,0
CUMBRES,13/04/2026,0.902777778,13,6,10.5,21.2,24,100,930.7,0,0
CUMBRES,13/04/2026,0.895833333,13,352,10.1,21.6,24.2,100,930.6,0,0
CUMBRES,13/04/2026,0.888888889,1,336,9.3,19.1,24.4,100,930.5,0,0
CUMBRES,13/04/2026,0.881944444,5,9,10.8,22,24.5,100,930.3,0,0
CUMBRES,13/04/2026,0.875,353,33,10.1,26.3,24.7,97,930.3,0,0
CUMBRES,13/04/2026,0.868055556,349,328,12.2,26.6,24.9,92,930.2,0,0
CUMBRES,13/04/2026,0.861111111,352,331,12.5,31.3,25.1,89,930.1,0,0
CUMBRES,13/04/2026,0.854166667,350,13,13.2,24.1,25.1,84,929.9,0,0
CUMBRES,13/04/2026,0.847222222,352,354,9.3,22,25.3,78,929.9,0,0
CUMBRES,13/04/2026,0.840277778,11,31,10.3,23.4,25.3,74,929.8,0,0
CUMBRES,13/04/2026,0.833333333,5,356,7.6,15.8,25,74,929.7,0,0
CUMBRES,13/04/2026,0.826388889,358,355,6.3,12.6,25.1,75,929.6,0,0
CUMBRES,13/04/2026,0.819444444,359,25,7.7,17.6,25.2,71,929.6,0,0
CUMBRES,13/04/2026,0.8125,351,342,9.6,21.2,25,72,929.5,0,0
CUMBRES,13/04/2026,0.805555556,351,347,8.1,16.9,25.2,71,929.4,0,0
CUMBRES,13/04/2026,0.798611111,352,344,7.6,15.5,25.2,69,929.5,0,0
CUMBRES,13/04/2026,0.791666667,347,19,7.2,17.3,25.1,68,929.4,0,0
CUMBRES,13/04/2026,0.784722222,350,14,6.4,15.8,24.7,72,929.3,0,0
CUMBRES,13/04/2026,0.777777778,340,357,4.5,20.2,25.1,70,929.4,0,0
CUMBRES,13/04/2026,0.770833333,326,23,7.1,15.8,25.4,67,929.3,0,0
CUMBRES,13/04/2026,0.763888889,350,15,6.1,11.9,25.7,67,929.3,0,0
CUMBRES,13/04/2026,0.756944444,307,277,7.3,19.1,26,62,929.2,0,0
CUMBRES,13/04/2026,0.75,341,20,7.2,20.5,26.3,62,929.1,0,0
CUMBRES,13/04/2026,0.743055556,349,343,9.6,22.3,26.4,58,929.1,0,0
CUMBRES,13/04/2026,0.736111111,1,43,10.4,20.5,26.4,58,929,0,0
CUMBRES,13/04/2026,0.729166667,349,31,9.1,26.6,26.5,58,929,0,0
CUMBRES,13/04/2026,0.722222222,319,314,7,21.2,26.7,58,929.1,0,0
CUMBRES,13/04/2026,0.715277778,8,32,11.1,28.1,27,56,929.1,0,0
CUMBRES,13/04/2026,0.708333333,321,23,8.8,26.3,27.6,56,929.2,0,0
CUMBRES,13/04/2026,0.701388889,354,346,10.9,30.6,28.3,55,929.2,0,0
CUMBRES,13/04/2026,0.694444444,359,2,10.9,31.3,28.9,55,929.3,0,0
CUMBRES,13/04/2026,0.6875,310,351,7.4,16.9,29.4,54,929.4,0,0
CUMBRES,13/04/2026,0.680555556,346,316,6,19.1,29.2,53,929.4,0,0
CUMBRES,13/04/2026,0.673611111,152,242,6.2,17.6,28.8,54,929.6,0,0
CUMBRES,13/04/2026,0.666666667,28,25,9.7,27,29.1,55,929.7,0,0
CUMBRES,13/04/2026,0.659722222,41,53,12.3,33.1,29.3,54,929.9,0,0
CUMBRES,13/04/2026,0.652777778,24,14,9.5,29.2,29.8,54,930,0,0
CUMBRES,13/04/2026,0.645833333,28,23,9.4,26.6,29.8,55,930,0,0
CUMBRES,13/04/2026,0.638888889,32,33,9.8,22.3,29.5,57,930.2,0,0
CUMBRES,13/04/2026,0.631944444,32,18,10.7,28.4,29.4,56,930.4,0,0
CUMBRES,13/04/2026,0.625,35,58,11.5,27.7,29.1,57,930.5,0,0
CUMBRES,13/04/2026,0.618055556,31,57,10.7,29.9,29.2,57,930.7,0,0
CUMBRES,13/04/2026,0.611111111,28,55,9.8,29.9,28.5,59,930.8,0,0
CUMBRES,13/04/2026,0.604166667,39,28,7.8,21.2,29.2,58,930.9,0,0
CUMBRES,13/04/2026,0.597222222,49,60,5.6,17.6,29,60,930.9,0,0
CUMBRES,13/04/2026,0.590277778,9,55,5.6,17.3,28.9,61,931,0,0
CUMBRES,13/04/2026,0.583333333,58,49,4.1,13.7,28.8,61,931.1,0,0
CUMBRES,13/04/2026,0.576388889,86,82,4,11.2,28.6,62,931.2,0.2,0
CUMBRES,13/04/2026,0.569444444,44,68,4.9,15.8,28.8,61,931.3,0,0
CUMBRES,13/04/2026,0.5625,49,63,5.1,13.7,28.7,61,931.4,0,0
CUMBRES,13/04/2026,0.555555556,78,85,5.4,13.7,28.5,62,931.6,0,0
CUMBRES,13/04/2026,0.548611111,93,78,5,11.5,28.5,61,931.6,0,0
CUMBRES,13/04/2026,0.541666667,64,125,4.3,13.3,28.5,62,931.6,0,0
CUMBRES,13/04/2026,0.534722222,87,103,3.6,11.9,28.8,60,931.7,0,0
CUMBRES,13/04/2026,0.527777778,64,61,5.3,18.4,28.6,61,931.9,0,0
CUMBRES,13/04/2026,0.520833333,62,50,4.7,13.3,28.6,61,932.1,0,0
CUMBRES,13/04/2026,0.513888889,64,22,4.6,14.4,28.4,62,932.2,0,0
CUMBRES,13/04/2026,0.506944444,80,85,3.8,12.2,28.4,62,932.3,0,0
CUMBRES,13/04/2026,0.5,79,70,6.6,16.2,28.5,62,932.5,0,0
CUMBRES,13/04/2026,0.493055556,90,83,4.4,14.8,28.3,63,932.6,0,0
CUMBRES,13/04/2026,0.486111111,74,71,5.6,15.1,28,64,932.7,0,0
CUMBRES,13/04/2026,0.479166667,54,34,6.1,14,27.7,65,932.9,0,0
CUMBRES,13/04/2026,0.472222222,85,63,7.3,16.6,27.6,65,932.9,0,0
CUMBRES,13/04/2026,0.465277778,85,67,7.3,15.8,27.5,65,933,0,0
CUMBRES,13/04/2026,0.458333333,72,44,5.4,14,27.3,66,933.1,0,0
CUMBRES,13/04/2026,0.451388889,84,46,4.5,14.4,27,67,933.1,0,0
CUMBRES,13/04/2026,0.444444444,94,61,4.9,11.5,26.5,67,933,0,0
CUMBRES,13/04/2026,0.4375,114,69,4.4,12.2,26.1,69,933.1,0,0
CUMBRES,13/04/2026,0.430555556,93,65,4.2,10.8,26.1,69,933.2,0,0
CUMBRES,13/04/2026,0.423611111,88,59,5.7,14,25.6,72,933.2,0,0
CUMBRES,13/04/2026,0.416666667,82,81,4.6,11.2,25.2,77,933.2,0,0
CUMBRES,13/04/2026,0.409722222,79,63,6.3,13,24.7,92,933.2,0,0
CUMBRES,13/04/2026,0.402777778,76,62,4.3,12.6,24.2,97,933.2,0,0
CUMBRES,13/04/2026,0.395833333,85,52,5.7,11.2,23.5,100,933.2,0,0
CUMBRES,13/04/2026,0.388888889,82,99,5.8,11.2,23.2,100,933.1,0,0
CUMBRES,13/04/2026,0.381944444,68,65,4.9,13,22.7,100,933,0,0
CUMBRES,13/04/2026,0.375,91,85,4.3,8.3,22.1,100,933,0,0
CUMBRES,13/04/2026,0.368055556,89,71,3.4,6.8,21,100,933,0,0
CUMBRES,13/04/2026,0.361111111,86,64,2.9,5.8,19.9,65,933,0,0
CUMBRES,13/04/2026,0.354166667,97,82,2.9,6.5,19,0,933.1,0,0
CUMBRES,13/04/2026,0.347222222,108,92,2.5,6.1,18.3,0,933.1,0,0
CUMBRES,13/04/2026,0.340277778,102,87,3,6.5,17.8,0,933.1,0,0
CUMBRES,13/04/2026,0.333333333,123,109,2.5,5,17.4,0,933,0,0
CUMBRES,13/04/2026,0.326388889,94,90,1.9,5,17.3,0,932.9,0,0
CUMBRES,13/04/2026,0.319444444,93,51,0.5,2.5,16.7,0,932.8,0,0
CUMBRES,13/04/2026,0.3125,183,220,0.8,3.2,16.3,0,932.8,0,0
CUMBRES,13/04/2026,0.305555556,22,346,1.1,3.2,16,0,932.5,0,0
CUMBRES,13/04/2026,0.298611111,201,189,4,7.6,15.5,0,932.3,0,0
CUMBRES,13/04/2026,0.291666667,288,320,3,6.5,15.3,0,932.3,0,0
CUMBRES,13/04/2026,0.284722222,281,318,2.5,5,15.2,0,932.1,0,0
CUMBRES,13/04/2026,0.277777778,250,323,3.3,7.6,15,0,932,0,0
CUMBRES,13/04/2026,0.270833333,274,318,2.1,4.7,15.1,0,932.1,0,0
CUMBRES,13/04/2026,0.263888889,287,297,2.2,5.4,15.1,0,932,0,0
CUMBRES,13/04/2026,0.256944444,299,317,3.4,6.8,15,0,932,0,0
CUMBRES,13/04/2026,0.25,266,288,1.3,4.7,15.1,0,931.9,0,0
CUMBRES,13/04/2026,0.243055556,295,325,2.2,6.1,15.1,0,931.8,0,0
CUMBRES,13/04/2026,0.236111111,295,318,4.1,10.4,15.1,0,931.6,0,0
CUMBRES,13/04/2026,0.229166667,286,301,3.9,7.9,15.1,0,931.4,0,0
CUMBRES,13/04/2026,0.222222222,267,317,2.9,6.8,15.2,0,931.2,0,0
CUMBRES,13/04/2026,0.215277778,286,319,1.8,6.1,15.2,0,930.9,0,0
CUMBRES,13/04/2026,0.208333333,280,303,3.2,6.5,15.1,0,930.8,0,0
CUMBRES,13/04/2026,0.201388889,238,180,2.6,6.5,15.2,0,930.5,0,0
CUMBRES,13/04/2026,0.194444444,253,167,1.4,3.6,15.2,0,930.2,0,0
CUMBRES,13/04/2026,0.1875,287,228,2.3,6.1,15.2,0,930.1,0,0
CUMBRES,13/04/2026,0.180555556,287,309,2,5.4,15.3,0,930,0,0
CUMBRES,13/04/2026,0.173611111,246,202,3.2,6.1,15.3,0,929.9,0,0
CUMBRES,13/04/2026,0.166666667,277,196,1.2,3.2,15.3,0,929.8,0,0
CUMBRES,13/04/2026,0.159722222,291,348,2.3,5,15.3,0,930,0,0
CUMBRES,13/04/2026,0.152777778,268,221,1.7,4,15.4,0,930.1,0,0
CUMBRES,13/04/2026,0.145833333,212,147,1.1,4,15.5,0,930,0,0
CUMBRES,13/04/2026,0.138888889,246,336,2.3,5.4,15.5,0,930,0,0
CUMBRES,13/04/2026,0.131944444,242,318,2.2,4.7,15.6,0,930.2,0,0
CUMBRES,13/04/2026,0.125,225,212,3.7,9.7,15.5,8,930.3,0,0
CUMBRES,13/04/2026,0.118055556,279,312,3.8,9,15.5,25,930.6,0,0
CUMBRES,13/04/2026,0.111111111,266,306,3.1,6.8,15.6,32,930.7,0,0
CUMBRES,13/04/2026,0.104166667,293,321,2.9,7.2,15.7,44,930.7,0,0
CUMBRES,13/04/2026,0.097222222,274,300,1.5,4.3,16,15,930.9,0,0
CUMBRES,13/04/2026,0.090277778,265,292,2.6,7.2,16,6,931.1,0,0
CUMBRES,13/04/2026,0.083333333,257,296,2.7,8.3,15.9,34,931.1,0,0
CUMBRES,13/04/2026,0.076388889,269,315,3,5.8,16,49,931.1,0,0
CUMBRES,13/04/2026,0.069444444,352,332,1.3,3.6,16.2,40,931.1,0,0
CUMBRES,13/04/2026,0.0625,293,313,2.2,8.3,16.2,50,931.3,0,0
CUMBRES,13/04/2026,0.055555556,261,298,2.6,7.6,16.3,54,931.6,0,0
CUMBRES,13/04/2026,0.048611111,267,184,2.1,5,16.5,46,931.8,0,0
CUMBRES,13/04/2026,0.041666667,305,305,4.3,7.2,16.5,61,931.8,0,0
CUMBRES,13/04/2026,0.034722222,244,159,2.6,7.6,16.5,71,931.9,0,0
CUMBRES,13/04/2026,0.027777778,299,310,3.1,6.1,16.6,83,931.9,0,0
CUMBRES,13/04/2026,0.020833333,238,197,2.9,6.8,16.8,86,931.9,0,0
CUMBRES,13/04/2026,0.013888889,229,324,2.9,7.2,17,77,932.1,0,0
CUMBRES,13/04/2026,0.006944444,269,308,4.5,9,17,82,932.3,0,0
CUMBRES,13/04/2026,0,237,185,3.5,6.5,17,93,932.6,0,0
CUMBRES,12/04/2026,0.993055556,281,311,2.1,7.2,17.1,95,932.8,0,0
CUMBRES,12/04/2026,0.986111111,216,183,4.1,8.6,17.1,97,933,0,0
CUMBRES,12/04/2026,0.979166667,47,351,2.1,5.8,17.1,100,933.1,0,0
CUMBRES,12/04/2026,0.972222222,231,245,3.4,11.5,17.1,100,933,0,0
CUMBRES,12/04/2026,0.965277778,257,272,2,4.7,17.1,100,932.8,0,0
CUMBRES,12/04/2026,0.958333333,243,203,2.2,5,17.2,100,932.7,0,0
CUMBRES,12/04/2026,0.951388889,300,280,2.5,8.6,17.3,100,932.6,0,0
CUMBRES,12/04/2026,0.944444444,267,291,2.5,6.5,17.4,100,932.5,0,0
CUMBRES,12/04/2026,0.9375,248,207,3.4,7.9,17.5,100,932.4,0,0
CUMBRES,12/04/2026,0.930555556,207,201,3.3,7.6,17.6,100,932.3,0,0
CUMBRES,12/04/2026,0.923611111,316,307,2.9,5.8,17.7,100,932.1,0,0
CUMBRES,12/04/2026,0.916666667,281,325,3.3,7.6,17.9,100,932.1,0,0
CUMBRES,12/04/2026,0.909722222,235,170,2.8,6.8,18.1,100,932.1,0,0
CUMBRES,12/04/2026,0.902777778,277,280,2.2,5.8,18.4,100,932.1,0,0
CUMBRES,12/04/2026,0.895833333,233,214,2.6,7.9,18.6,100,931.8,0,0
CUMBRES,12/04/2026,0.888888889,259,223,1.7,7.6,18.8,100,931.8,0,0
CUMBRES,12/04/2026,0.881944444,267,213,3.6,7.9,19,100,931.8,0,0
CUMBRES,12/04/2026,0.875,270,310,2.5,6.5,19.3,100,931.5,0,0
CUMBRES,12/04/2026,0.868055556,248,212,1.9,5,19.6,100,931.6,0,0
CUMBRES,12/04/2026,0.861111111,300,298,4.7,11.9,19.8,100,931.5,0,0
CUMBRES,12/04/2026,0.854166667,360,30,4.2,10.1,20.1,100,931.2,0,0
CUMBRES,12/04/2026,0.847222222,328,308,3.6,9.7,20.4,100,931.1,0,0
CUMBRES,12/04/2026,0.840277778,8,354,4.1,13,20.7,100,931.1,0,0
CUMBRES,12/04/2026,0.833333333,1,341,4.4,11.5,21.1,100,931,0,0
CUMBRES,12/04/2026,0.826388889,244,243,2.2,7.6,21.6,100,930.9,0,0
CUMBRES,12/04/2026,0.819444444,28,28,5.4,15.8,22,100,930.9,0,0
CUMBRES,12/04/2026,0.8125,1,36,7.7,21.2,22,100,930.8,0,0
CUMBRES,12/04/2026,0.805555556,24,31,6.8,22,21.9,100,930.7,0,0
CUMBRES,12/04/2026,0.798611111,192,205,3.4,9,22.6,100,930.3,0,0
CUMBRES,12/04/2026,0.791666667,73,53,5.3,19.8,23.1,96,929.7,0,0
CUMBRES,12/04/2026,0.784722222,10,3,9.3,19.8,22.8,98,929.6,0,0
CUMBRES,12/04/2026,0.777777778,84,48,4,14.8,22.6,100,929.4,0,0
CUMBRES,12/04/2026,0.770833333,354,347,5.4,13,22.9,100,929.4,0,0
CUMBRES,12/04/2026,0.763888889,339,18,10,24.1,23.3,100,929.2,0,0
CUMBRES,12/04/2026,0.756944444,61,44,8.1,24.1,23.5,99,929.3,0,0
CUMBRES,12/04/2026,0.75,22,356,7.2,23.8,23.7,98,929.5,0,0
CUMBRES,12/04/2026,0.743055556,71,85,8.7,24.8,24,95,929.7,0,0
CUMBRES,12/04/2026,0.736111111,84,43,7.7,21.2,24.2,89,930.2,0,0
CUMBRES,12/04/2026,0.729166667,185,197,7.4,23.4,24.3,90,930.3,0,0
CUMBRES,12/04/2026,0.722222222,315,199,4.7,29.5,24.2,98,929.9,0.2,0
CUMBRES,12/04/2026,0.715277778,208,197,4.5,10.4,24.5,100,929.7,0,0
CUMBRES,12/04/2026,0.708333333,19,75,1.5,5,24.5,100,929.4,0,0
CUMBRES,12/04/2026,0.701388889,128,69,1.4,4.3,24.3,99,929.3,0,0
CUMBRES,12/04/2026,0.694444444,287,299,3.5,10.1,23.7,99,929.6,0,0
CUMBRES,12/04/2026,0.6875,29,31,5.6,11.9,22.7,100,929.9,0,0
CUMBRES,12/04/2026,0.680555556,302,316,5.6,13,22.3,100,930.1,0,0
CUMBRES,12/04/2026,0.673611111,214,152,5.1,12.2,22.5,100,930.4,0,0
CUMBRES,12/04/2026,0.666666667,9,353,2.7,9,22.7,100,930.7,0,0
CUMBRES,12/04/2026,0.659722222,316,340,3.5,8.3,23.2,100,930.3,0,0
CUMBRES,12/04/2026,0.652777778,196,202,4.2,8.3,23.6,100,930.6,0,0
CUMBRES,12/04/2026,0.645833333,39,28,6.1,18.4,23.8,100,930.6,0,0
CUMBRES,12/04/2026,0.638888889,82,357,4.2,16.6,24,100,930.5,0,0
CUMBRES,12/04/2026,0.631944444,187,188,2.4,8.3,24.3,99,930.8,0,0
CUMBRES,12/04/2026,0.625,189,202,4,7.9,24.6,99,931.1,0,0
CUMBRES,12/04/2026,0.618055556,135,311,1.3,4.7,24.9,95,931.5,0,0
CUMBRES,12/04/2026,0.611111111,178,188,2.6,6.8,25.3,87,931.5,0,0
CUMBRES,12/04/2026,0.604166667,277,263,1.3,3.2,25.3,82,931.4,0,0
CUMBRES,12/04/2026,0.597222222,219,206,1.9,4.7,25.2,83,931.3,0,0
CUMBRES,12/04/2026,0.590277778,136,180,2.1,4.3,25.5,83,931.4,0,0
CUMBRES,12/04/2026,0.583333333,169,169,1.2,2.9,25.2,86,931.5,0,0
CUMBRES,12/04/2026,0.576388889,59,58,1.8,4.7,25.3,90,931.6,0,0
CUMBRES,12/04/2026,0.569444444,20,50,1.8,5.4,25,91,931.5,0,0
CUMBRES,12/04/2026,0.5625,268,236,2.3,4.3,24.1,100,931.7,0,0
CUMBRES,12/04/2026,0.555555556,151,130,2.7,6.1,23.9,100,931.9,0,0
CUMBRES,12/04/2026,0.548611111,141,116,1.4,3.6,23.4,100,932,0,0
CUMBRES,12/04/2026,0.541666667,153,138,3.3,5.8,22.8,100,932.1,0,0
CUMBRES,12/04/2026,0.534722222,176,197,2.8,5.4,22.5,100,932.2,0,0
CUMBRES,12/04/2026,0.527777778,185,189,2.9,5,22.5,100,932.3,0,0
CUMBRES,12/04/2026,0.520833333,223,191,1.6,4,22.6,100,932.4,0,0
CUMBRES,12/04/2026,0.513888889,226,213,2,4,22.6,100,932.3,0,0
CUMBRES,12/04/2026,0.506944444,215,197,3.3,5.4,22.7,100,932.3,0,0
CUMBRES,12/04/2026,0.5,173,182,1.7,5,22.8,100,932.5,0,0
CUMBRES,12/04/2026,0.493055556,91,95,2.3,6.5,22.9,100,932.4,0,0
CUMBRES,12/04/2026,0.486111111,316,20,1.2,3.2,22.8,100,932.4,0,0
CUMBRES,12/04/2026,0.479166667,324,351,1.6,4.3,22.5,100,932.4,0,0
CUMBRES,12/04/2026,0.472222222,199,175,1.7,4.7,22.3,100,932.5,0,0
CUMBRES,12/04/2026,0.465277778,198,180,1.5,4,22,100,932.5,0,0
CUMBRES,12/04/2026,0.458333333,203,190,2.8,5.4,21.8,100,932.6,0,0
CUMBRES,12/04/2026,0.451388889,112,93,2.7,6.8,21.7,100,932.6,0,0
CUMBRES,12/04/2026,0.444444444,89,91,5.3,11.5,21.7,100,932.7,0,0
CUMBRES,12/04/2026,0.4375,88,93,6,13,21.8,100,932.7,0,0
CUMBRES,12/04/2026,0.430555556,86,72,6.5,18.7,21.9,100,932.6,0,0
CUMBRES,12/04/2026,0.423611111,116,75,2.7,6.8,21.8,100,932.5,0,0
CUMBRES,12/04/2026,0.416666667,79,54,5.6,14,21.7,100,932.6,0,0
CUMBRES,12/04/2026,0.409722222,97,95,4.1,9.7,21.7,100,932.7,0,0
CUMBRES,12/04/2026,0.402777778,135,94,3.9,12.2,21.7,100,932.8,0,0
CUMBRES,12/04/2026,0.395833333,101,98,3.8,9.7,21.7,100,932.8,0,0
CUMBRES,12/04/2026,0.388888889,76,74,6.3,13.3,21.7,49,932.8,0,0
CUMBRES,12/04/2026,0.381944444,76,62,3.9,10.4,21.3,0,932.6,0,0
CUMBRES,12/04/2026,0.375,92,103,5,13.3,20.8,0,932.5,0,0
CUMBRES,12/04/2026,0.368055556,78,56,6.3,12.2,20.8,0,932.5,0,0
CUMBRES,12/04/2026,0.361111111,76,90,7.3,16.6,20.8,0,932.4,0,0
CUMBRES,12/04/2026,0.354166667,80,77,4.1,11.2,20.6,0,932.3,0,0
CUMBRES,12/04/2026,0.347222222,67,82,1.9,5.4,20.4,0,932.3,0,0
CUMBRES,12/04/2026,0.340277778,150,122,2.3,8.3,20.2,0,932.3,0,0
CUMBRES,12/04/2026,0.333333333,205,168,1,3.2,20.1,0,932.1,0,0
CUMBRES,12/04/2026,0.326388889,75,62,2.9,10.4,19.9,0,932,0,0
CUMBRES,12/04/2026,0.319444444,76,88,2.5,7.9,19.7,0,931.8,0,0
CUMBRES,12/04/2026,0.3125,118,166,1.3,3.2,19.6,0,931.6,0,0
CUMBRES,12/04/2026,0.305555556,225,198,1.2,3.6,19.4,0,931.5,0,0
CUMBRES,12/04/2026,0.298611111,264,257,1.6,3.2,19.1,0,931.3,0,0
CUMBRES,12/04/2026,0.291666667,236,183,1.9,3.6,18.9,0,931.2,0,0
CUMBRES,12/04/2026,0.284722222,282,308,1.7,4.3,18.8,0,930.9,0,0
CUMBRES,12/04/2026,0.277777778,225,213,3.3,9.4,18.8,0,930.7,0,0
CUMBRES,12/04/2026,0.270833333,233,294,2.5,6.1,18.9,0,930.3,0,0
CUMBRES,12/04/2026,0.263888889,270,299,1.7,4.3,18.9,0,930.1,0,0
CUMBRES,12/04/2026,0.256944444,233,216,2.8,5.4,19,0,930,0,0
CUMBRES,12/04/2026,0.25,243,321,2.7,5.4,19,0,929.7,0,0
CUMBRES,12/04/2026,0.243055556,261,202,1.7,5.8,19,0,929.4,0,0
CUMBRES,12/04/2026,0.236111111,302,311,1.1,4.3,19.1,0,929.3,0,0
CUMBRES,12/04/2026,0.229166667,258,327,1.2,4,19,0,929.1,0,0
CUMBRES,12/04/2026,0.222222222,216,192,1.1,4.7,19,0,929.1,0,0
CUMBRES,12/04/2026,0.215277778,243,214,1.7,4.3,19,0,929.1,0,0
CUMBRES,12/04/2026,0.208333333,238,308,1.8,5,19,0,929.2,0,0
CUMBRES,12/04/2026,0.201388889,237,206,2.8,7.2,18.9,0,929.1,0,0
CUMBRES,12/04/2026,0.194444444,301,60,1.5,3.2,18.8,0,929,0,0
